,tweets_original,tweets_translater_unicamp,tweets_translater_face,polaridade
2128,hoje tem #MasterChefBR uhu,#MasterChefBR Vitor deserves the Tocantins whole... #,Today we have #MasterChefBR uhu,1
2129,#VideoShowAoVivo vocês sabem o que significa lagartcha aqui no Rio Grande Do sul?😅,The function of Marco Luque in #high-hours is unnecessa,You know what lagartcha means here in Rio Grande do Sul?,-1
2130,"A Carol Duarte c a Marcela 😍😍, só gente q eu adoro hj haha #VideoShowAoVivo",I want a sweet sweet sweetness #Th,"I'm going to see you, I love you, I love you, I love you, I love you, I love you, I love you.",1
2131,"Oi migas boa tarde,,
Qual dos dois apresentadores vcs acham q é o melhor  de cama??
#VideoShowAoVivo",Draged with these spoilers that Ana Luiza and Nayane have,"Hi migas good afternoon,, Which of the two vcs presenters think q is the best bed?? #VideoShowAoVivo",-1
2132,Papo pra lá de interessante e de alto nível intelectual com  #ConversaComBial 👏🏼👏🏼,"I don't want to read it!!!!""",I'm going to go beyond interesting and high-level intellectual with #ConversaComBial 👍🏻👍🏻,-1
2133,#Encontro fatima aceitaria sua filha namorando um negro e machista kkkkkkk,I course gastronomy and get lost here at home without,#Meet Fatima would accept her daughter getting in love with a black and machist kkkkkkk,-1
2134,"Perguntem sobre a vida acadêmica, sonhos, medos e planos da Laís! Chega de se lamentar #AltasHoras",Fernando tu não me mata #MasterChefBR,"Ask about the academic life, dreams, fears and plans of Lais!",-1
2135,"eu vou ficar mto triste se o Vitor sair, meu preferido bicho #MasterChefBR",Morring Namaria de  #maisvoce,"I’m going to be mto sad if Vitor goes out, my favorite bitch #MasterChefBR",-1
2136,Hora de ativar o Twitter. Hoje é dia de #MasterChefBR,"I didn't like the victor having left #MasterChe""",Today is the day of #MasterChefBR,-1
2137,Olá  gostaria da participação do Fiuk no #AltasHoras. Obrigada!,Celso will roll to show this clip upeeeeee  #Do,Hello I would like to participate in Fiuk on #AltasHoras.,-1
2138,Morri d rir con namaria pintando o cabelo da boneca  #MaisVoce,#DomingoLegal best Sunday schedule #DomingoLegal,I died of laughing with namaria painting the hair of the doll #MaisVoce,1
2139,Vermelho é a cor da minha vida! Mas dessa vez eu estava torcendo pro azul 😥 #MasterChefBR,"Hello, I would like to have Fiuk's participation in""",Red is the color of my life! but this time I was turning pro blue <unk> #MasterChefBR,0
2140, seeu lindoo.. Amoo 💚💚 #TheNoite,"We leave Brazil without president , agent makes a sna",It’s a good day. 🙂 🙂 🙂 🙂 🙂,0
2141, quando vão chamar ela pra ir no #AltasHoras,Maiara wants to be the first voice outside the stage,When they’ll call her to go to #AltasHoras,-1
2142,Pq Paola é tão perfeita??? #MasterChefBR,Thomas is the hot moment of the night #Hours,Pq Paola is so perfect??? #MasterChefBR,1
2143,"Odeio passar roupa, mas esse ferro de passar dá ate p fazer inalação c o vapor dele alem de abrir os poros. #MaisVoce",#MasterChefBR,"I hate passing clothes, but this iron passing gives ate p make inhalation c his German steam to open the pores. #MaisVoce",-1
2144,Olavo de Carvalho no #TheNoite dia 30 de Maio! melhor notícia,#MasterChefBR missed tambaqui rib #MasterChef,I'm sure I'm going to get a lot of money.,-1
2145,"#MaisVocê ana eu te assisto todo dia pergunta dan estubat se não tem Saudades do cqc, pergunta mesmo vcs mesmo produção",#TheNoite TheNoite TheNoite TheNoite TheNoite TheNoite,"I'm looking at you every day asks dan stubat if you don't have CQC Savings, asks even vcs the same production",0
2146,Vitor merece o Tocantins inteiro... #MasterChefBR,I hate yourss Leo of #MasterChefBR,Vitor deserves the whole Tocantins... #MasterChefBR,-1
2147,A função do Marco Luque no #altashoras é desnecessária,Myria appears and I blehhhh #Master,The role of Marco Luque in #altashoras is unnecessary,-1
2148,Quero um pijama desseeeee #MaisVoce,"Rare and unpublished images of Hebe's last bir""",I want a pyjama doeeee #MaisVoce,0
2149,Arrasado com esses spoilers que a Ana Luiza e a Nayane já foram eliminadas do #MasterChefBR :(,The table is sensational #DomingoLegal,Broken with these spoilers that Ana Luiza and Nayane have already been removed from #MasterChefBR :(,1
2150,Perdi o #MasterChefBR de ontem e estou lendo spoilers. Não quero ler!!!!,This illustration that is American the mona force Colombia in Latin America ,I've lost the #MasterChefBR yesterday and I'm reading spoilers. I don't want to read!!!,-1
2151,"Eu curso gastronomia e fico perdido aqui em casa sem idéia do que faria socorr

#MasterChefBR",Climate between chefs and participants while Ana Paula Padrão,I'm running gastronomy and I'm lost here at home without an idea of what would help #MasterChefBR,-1
2152,Fernando tu não me mata #MasterChefBR,"I went to lunch at my friend's house and """,Fernando you don't kill me #MasterChefBR,-1
2153,Morrendo Namaria de 🦄🦄😂😂😂😂😂😂😂😂😂😂 #maisvoce,MORTA kkkkkkkkkkkkkkkk,I'm going to have a lot of fun.,-1
2154,nao gostei do victor ter saído #MasterChefBR,Our queen in #Encontro so full Tao linda luinha arras,I didn’t like the victor having gone out #MasterChefBR,1
2155,"Celso vai enrolar  pra mostrar esse clipe atéeeeeee 😂✋
#DomingoLegal","I don't know how to deal with the son of Serg""",Celso will roll to show this clip untileeeeee 😂 #DomingoLegal,1
2156,#DomingoLegal melhor programa de domingo,"I'm more nervous if they all together...""",The best Sunday program,-1
2157,Olá   gostaria da participação do Fiuk no #VideoShowAoVivo. Obrigada!,"I don't know. Fernando is on the string... Bu""",Hello I would like to participate in Fiuk on #VideoShowAoVivo.,-1
2158,"#TheNoite Vamos deixar o Brasil sem presidente , agente faz um Grupão no Whatssap e vai decidindo as coisas ;",I can do the prescription still? #Three-year-old,"#TheNoite We'll leave Brazil without president, agent makes a Group on Whatssap and will decide the things ;",0
2159,"mds a Maiara quer ser primeira voz até fora do palco, pera ai né #ConversaComBial",I am happy I am happy I am happy I,"Mayara wants to be the first voice out of the stage, pera ai né #ConversaComBial",1
2160,Thomas é o momento fofura da noite #AltasHoras,Vivianne Pasmanter smiles and automatically we smi,Thomas is the cool moment of the night #AltasHoras,1
2161,Que batata verde é essa??? #MasterChefBR,What a boring face #MasterChefBR Calls the mouth of ,What is this green potato??? #MasterChefBR,-1
2162,#MasterChefBR faltou costela de tambaqui,The heart is saltiting with Rodrigo Santoro in #ConversationComBial,#MasterChefBR missed the tambachi shore,0
2163,Começou o #TheNoite,Fátima is really an example of a person/woman to be follow,The #TheNoite begins,1
2164,Eu odeio esss Leo do #MasterChefBR,The question is not to help.,I hate ESS Leo from #MasterChefBR,1
2165,Miriam aparece e eu blehhhh 😬#MasterChefBR,She is a love and appears to innovate in what she,Miriam appears and I blehhhh #MasterChefBR,1
2166,"Imagens raras e inéditas do último aniversário de Hebe, em 8 de março de 2012, no #MaisVocê",Aaaaah no kkkkkkkkkkkkk,"Rare and unpublished images of Hebe's last anniversary on March 8, 2012 at #MaisVocê",-1
2167, programa maravilhoso! O quadro está sensacional #DomingoLegal,The #Conversation-Bial Conversation-Bial Conversation-B,The picture is sensational #DomingoLegal,1
2168,"Esse maluma que ser americano a força 
mona Colômbia na América latina fofa #TheNoite",Sometimes in the silence of the night I keep thinking,This maluma that be American the force mona Colombia in Latin America fofa #TheNoite,-1
2169,Climão entre os chefs e participantes enquanto Ana Paula Padrão recomenda Caldo Knor em pleno #MasterChefBR,What to say after this shot #I meet your do,Climate between chefs and participants while Ana Paula Standard recommends Caldo Knor in full #MasterChefBR,1
2170,"Tadinha da  ...Miga, esquenta não. Já aconteceu comigo. Fui almoçar na casa d uma amiga e ela fez dobradinha. Odeio. #Maisvoce","The #Encontro program is very cool, but what are the",I'm going to eat lunch at a friend's house and she's made a bit. #Maisvoce,-1
2171,"""Ah! se eu pudesse latir tudo o que eu penso"" MORTA kkkkkkkkkkkkkkk #VideoShowAoVivo","The third song has not ended, and I am re","""Ah! if I could beat everything I think"" MORTA kkkkkkkkkkkkkkk #VideoShowAoVivo",1
2172,Nossa rainha  no #Encontro  tão plena Tao linda luinha arrasa,"Let's go #MasterChefBR #QuintaDetremuraSDV""",Our Queen at #Today So Full Tao Beautiful Lune Race,0
2173,"Não estou sabendo lidar com o filho do Serginho puxando o ""vau vau"" pelo estúdio 😍 #altashoras",The audience of Caras e Bocas would piss a lot,"I don't know how to deal with Serginho's son pulling the ""vau vau"" through the studio 😍 #altashoras",-1
2174,#MasterChefBR Estou mais nervosa q eles todos juntos...,#TheNoite,#MasterChefBR I'm more nervous that they all together...,-1
2175,Sei não. Fernando tá na corda bamba... Mas o Vitor vai salvar todo muundo hj. SOCORRO! #MasterChefBR,It is ice ice ice ice ice ice ice ice ,I know no. Fernando is on the bamba corner... But the Vitor will save every muundo hj. SOCORRO! #MasterChefBR,0
2176,O creme de leite que tem em casa está vencido faz uma semana. Posso fazer a receita mesmo assim? #MaisVoce,Lula had two rearrangements qd sindilist #TheNo,The milk cream you have at home is overcome a week ago. can I make the recipe even so? #MaisVoce,0
2177,Vivianne Pasmanter no #MaisVoce eu tô feliz,"These two are very bad, pqp #ConversationB",Vivianne Pasmanter on #MaisVoce I am happy,-1
2178,"É incrível a lei da física, quimica, etc. Vivianne Pasmanter sorri e automaticamente a gente sorri junto PasmanterEPivaNoMaisVocê #MaisVoce",This NEW is real.,"It’s amazing the law of physics, chemistry, etc. Vivianne Pasmanter smiles and automatically we smiles alongside PasmanterEPivaNoMaisYou #MaisVoce",-1
2179,Cala a boca desse Leonardo! Que cara chato #MasterChefBR,Now You Partiu Ver na globo em #ConversaComBial #Maiarae,It’s a good thing to do. #MasterChefBR,0
2180,Coração saltitante com Rodrigo Santoro em #ConversaComBial,"I don't even believe he was leaving the house""",Heart jumping with Rodrigo Santoro in #ConversaComBial,-1
2181,#VideoShowAoVivo Fátima realmente é um exemplo de pessoa/mulher a ser seguido.,Fátima Bernardes #VideoShowAoVivo is Fátima Bernardes #Vide,#VideoShowAoVivo Fatima is actually an example of a person/woman to be followed.,0
2182,"#Encontro.  Homem que é homem, não só lava a louça como cozinha também.  Companheirismo é a palavra. A questão não é ajudar.","Taking advantage of the issue is political, I just wa","#Meet. man who is a man, not only washes the foam as the kitchen too. Companheirism is the word.",0
2183,"Sempre duvidam dos pratos da Yuko... Ela é um amor e aparenta inovar no que faz, diferente daqueles que só fofocam. #MasterChefBR",Namaria collaborating once again with the memes factory ,"She is a love and appears to be innovative in what she does, different from those who just joke. #MasterChefBR",-1
2184,Aaaaah não kkkkkkkkkkk  #ConversaComBial #MaiaraeMaraisaNoBial,Tu Tueday is the day that you feel like eating several,Aaaaah not kkkkkkkkkkk #ConversaComBial #MaiaraeMaraisaNoBial,1
2185,Maravilhosas  no #ConversaComBial,Learning to flush clothes in (more vc ) with Ana Maria,Wonders at #ConversaComBial,1
2186,às vezes no silêncio da noite eu fico imaginando quando a miriam vai sair do #MasterChefBR?,They need to invite (stutter) to teach their re,Sometimes in the silence of the night I am wondering when Miriam will leave #MasterChefBR?,0
2187,"Eu sei te amar,  como ninguém jamais te amou e amou... O que falar depois desse tiro #Encontro",#Control How does Sheron go to do with the novel ? #,"I know I love you, as no one has ever loved you and loved you... What to say after that shot",0
2188,"O programa #Encontro ta muito legal, mas que horas começa os desenhos?",#MasterChefBR,"The #Meet Your program is very cool, but what hours do the drawings begin?",-1
2189,"A terceira música nem acabou, e eu já tô lembrando da gente fazendo amor... #MaiaraeMaraisaNoBial #ConversaComBial",What present Maiara and Maraísa singing Elis #conversacomB,"The third song has not yet ended, and I’m already remembering people making love... #MaiaraeMaraisaNoBial #ConversaComBial",1
2190,"indicada pela turma do Inglês Intermediário a fazer os doces de fim de curso... 
Vamos de #MasterChefBR 

#QuintaDetremuraSDV","I'm 10 years old than my husband and we""","It’s a good idea for you to be able to do it, but it’s a good idea for you to do it.",0
2191,A plateia do Caras e Bocas pisaria muito nessa plateia do #altashoras,"I don't know why but I loved the theme of""",The plateau of Caras and Bocas would step much in this plateau of #altashoras,1
2192,Maluma dançando papai do céu 😎 #TheNoite,Does someone tell her to forget Thailand 🇹🇭 until,The God of the Heaven - The Night of the Heaven,-1
2193,#VideoShowAoVivo  Aqui em SP é gelinho,Ah.. a priest of this in my parish...,#VideoShowAoLive Here in SP is frozen,1
2194,"Lula tinha dois revólveres qd sindilista
#TheNoite","Look, I want to watch my #MasterChefBR in pe",Lula had two QD syndicate revolver #TheNoite,-1
2195,"Essas duas são muito ruinzinhas, pqp #ConversaComBial","It should be because I don't bear maromba..""","These two are very ruins, pqp #ConversaComBial",-1
2196,Pior que a fala desse rapaz do #Encontro é a falar de muitos machistas. Isso AINDA é real.,They are still presenting their lifestyles and they,Worse than the talk of this boy of the #Meet is talking about many machists.,1
2197,Agora Partiu Ver  na globo em #ConversaComBial #MaiaraeMaraisaNoBial....,MENOS IMPLORE KK,Now Go to see the globe at #ConversaComBial #MaiaraeMaraisaNoBial....,-1
2198,#masterchefbr nem acredito que ele foi embora coitado, Respect for this #Hours with Tchan! ,#masterchefbr I don't think he's gone coated,1
2199,É a Fátima Bernardes #VideoShowAoVivo, #MoreVoice wanted the unicorn pantufas of,It's Fatima Bernardes #VideoShowAoVivo,1
2200,"Aproveitando que o assunto é política, só queria dizer que eu sou um bom partido. mandem direct ❤️ #MasterChefBR",I think that Vitor does not come out #MasterChef,"Enjoying that the subject is political, I just wanted to say that I am a good party. send direct ❤️ #MasterChefBR",0
2201,Namaria colaborando mais uma vez com a fábrica de memes 😂😂😂😂#maisvocê,#ConversationCombined,I'm going to work again with the memes factory 😂😂,-1
2202,Terça feira é dia que ficar com vontade de comer vários coisitas diferentes por causa do #MasterChefBR,Vitor B left  #MasterChefBR,Third Friday is a day that will be willing to eat several different cakes because of #MasterChefBR,-1
