,tweets_original,tweets_translater_unicamp,tweets_translater_face
921,Susana Vieira belíssima como a péssima Adisabeba #VideoShowAoVivo,Susana Vieira is very beautiful as the bad Adisabeba #,"It’s a good thing to do, but it’s a good thing to do, it’s a good thing to do."
922,"@BrMonteir0 Deus toma conta, sou taurina, dai tu já tira o quanto de fome eu tenho. #MasterChefBR vou comer sem culpa RS","#MasterChefBR I'm eating without guilt RS God ta""","@BrMonteir0 God take account, I am taurine, give you already take how hungry I have. #MasterChefBR I will eat without fault RS"
923,Ervilha......😰 #MasterChefBR,Pea...... #MasterChefBR,It is #MasterChefBR
924,Ô galera do #MasterChefBR vamo acaba antes da 01h hoje pq amanhã eu acordo bem cedo :),Ô galera do #MasterChefBR vamo ends before,The #MasterChefBR gallery ends before 01h today pq tomorrow I agree early :)
925,"@Videoshownatv no Amapá  o dim dim de Manaus, aqui é chamado de chopp. #VideoShowAoVivo",#VideoShowAoVideoVideoShowAoVideo,"@Videoshownatv in Amapá the dim dim of Manaus, here is called chopp. #VideoShowAoVivo"
926,Exausto desses joguinhos da Mirian #MasterChefBR,Exhausted of these joguinhos of Mirian #MasterChefBR,Mirian’s #MasterChefBR toys
927,"""precisamos de uma musica que homens não tenham vergonha de ouvir"" PRECISAMOS É DE HOMENS MELHOR! #ConversaComBial",#ConversationBial,“We need a music that men don’t be ashamed to hear” We need better men!
928,"Gosto de todos da #EquipeAzul, não quero que ninguém saia. :( #MasterChefBR","I like all of the #EquipeAzul, I don'""","I like all of the #EquipeBlue, I don't want anyone to leave. :( #MasterChefBR"
929,@adrielemeyer Ja pode ir no #MasterChefBR,Ja can go to #MasterChefBR,@adrielemeyer I can go to #MasterChefBR
930,#ÉDeCasa essa música anjo qnd ouvi pensava q fosse teatro mágico q cantava.... @oteatromagico  tem q ir no programa!!!!,It is q to go to the program!!!!,"I'm not sure if I'm going to get a lot of money, I'm going to get a lot of money, I'm going to get a lot of money, I'm going to get a lot of money, I'm going to get a lot of money."
931,essa toda zica é o Leonardo urubuzando ali em cima #MasterChefBR,Leonardo urubuzando ali acima #MasterChefBR,That all zica is Leonardo urubizing there up #MasterChefBR
932,No tempo desse ferro as roupas eram de algodão @ANAMARIABRAGA #MaisVoce,At the time of this iron clothes were cotton-co,In the time of this iron the clothes were of cotton @ANAMARIABRAGA #MaisVoce
933,"#encontro Brasileiro gosta de ter filho, ai depois fica nas secretarias sociais pedindo bolsa família","Then, they stay in the social secretaries asking for family gran","A Brazilian man likes to have a child, then he remains in the social secretaries asking for a family scholarship"
934,Tucupi na sobremesa amigo?  Sério mermo? #MasterChefBR,The Tucupi in the dessert friend? Does it really? #Ma,Tucupi on the dessert friend? serious marble? #MasterChefBR
935,Paola é tão linda ❤️❤️ #MasterChefBR,Paola is so beautiful ❤️❤️ #MasterChefBR,Paola is so beautiful ❤️❤️ #MasterChefBR
936,"Roque santeiro,Vale Tudo,Anos dourados,Jk,Q Rei sou eu e muitas q assisti! Grandes momentos da TV👏🏽 @PatriciaKogut #Encontro","Great moments of TV #Control santeiro,Vale Tudo,Anos","It’s a good idea for you to find out what you’re going to do, and what you’re going to do, what you’re going to do."
937,Rodrigo sumido Santoro aparecendo na tv #ConversaComBial,Rodrigo sumido Santoro appearing on tv #ConversaComBial,Rodrigo sumid Santoro appearing on TV #ConversaComBial
938,Quem vai estar no meu vídeo é um show é a belíssima Fátima Bernardes @fbbreal. #VideoShowAoVivo,#VideoShowAoVivovovovovovovovovovovo,Who will be in my video is a show is the beautiful Fatima Bernardes @fbbreal. #VideoShowAoVivo
939,Ligado na telinha da @RedeGlobo para ver a apresentação de #SophiaNoVídeoShowAoVivo ! #VídeoShowAoVivo,To see the presentation of #SophiaNoVídeoShowAoVi,Link to @RedeGlobo to see the presentation of #SophiaNoVideoShowAoVivo! #VideoShowAoVivo
940,Avisem a Ana Maria q ela já está passando dos limites #MaisVoce,Let Ana Maria check that she is already going through the,Notify Ana Maria q she is already passing the boundaries #MaisVoce
941,#Thaisaraújo uma graça de espontaneidade no #Maisvocê kkkkk #nãocomoabobora kkkk,The study is a grace of spontaneity in #Mais,#Thaisaraujo a grace of spontaneity in #Maisvocê kkkkk #nãocomoabobora kkkk
942,Pai d´égua era um restaurante/budega do mestre Dominguinhos 💙 ficava em frente do arriégua! Muito bom #VideoShowAoVivo,Very good #VideoShowAoVideoVideoVide,"I'm not sure if I'm going to do it, but I'm not sure if I'm going to do it."
943,Só queria ter sido a toalha q enxugou esse homi depois do clipe OI #theNoite,Only wanted to have been the towel q rins,I just wanted to be the towel q drowned that homi after the clip OI #theNoite
944,64% a favor do armamento. E o q PT fez? Mandou um foda-se pra população. E ainda querem falar em democracia. #thenoite @DaniloGentili,And what PT did? Managed a food to the population and,And the QPT did? sent a foda to the population. And they still want to talk about democracy. #thenoite @DaniloGentili
945,Bora ganhar! #ficaYuko #MasterChefBR,Bora ganhar! #ficaYuko #MasterChefBR,It’s good to win! #ficaYuko #MasterChefBR
946,Olá @oserginho gostaria da participação do Fiuk no #AltasHoras. Obrigada!,"Hello, I would like to have Fiuk's participation in""",Hello @oserginho I would like to participate in Fiuk at #AltasHoras.
947,"Meu coração anda embriagado 🙌
#WanessaNaSabrina #Shape #MasterChefBR",My heart is drunken  #WanessaNaSabrina #Sha,My heart is drunk #WanessaNaSabrina #Shape #MasterChefBR
948,#MasterChefBR eu sinceramente não consigo imaginar alguém no açougue pedindo 2kg de piroca de boi kkkkk,I cannot honestly imagine someone in the butcher asking,#MasterChefBR I honestly can’t imagine someone in the cabbage asking 2kg of cabbage kkkkk
949,"@fbbreal rainha das manhã, sou muito fã de você 😍 #VideoShowAoVivo",I am very love of you  #VideoShowAoVi,"@fbbreal Queen of the Morning, I'm very fan of you 😍 #VideoShowAoVivo"
950,Acarajé de SUSHI! AH VAO DORMI PQP #MaisVoce,AH VAO DORMI PQP #MaisVoce,I'm going to go to SUSHI! AH VAO DORMI PQP
951,#VídeoShowAoVivo Otaviano. Eu sou fan e do programa,I am fan and the programme,I am a fan of the show and I am a fan of the show.
952,Pensando ainda naquele peixe assado na folha de bananeira de ontem do #MasterChefBR,Thinking about that fish roasted on the banana leaf of ,Thinking even about that dried fish on yesterday’s #MasterChefBR banana sheet
953,Agora o negócio ficou bom! Sardinha em lata gourmet! #MasterChefBR,Now the business was good! Sardine in gourmet lata!,Now the business got good! Sardinia in gourmet boil! #MasterChefBR
954,"Eu acho a palavra ""negro"" tão bonita! Que pena que está no meio de tanta discussão e de tanto preconceito besta!  #Encontro","I think the word ""black"" is so beautiful! What","I think the word ""black"" so beautiful! what sad it is in the midst of so much discussion and so much prejudice beast!"
955,Acho que nunca fiquei tão mal vendo um ep de masterchef #MasterChefBR,"I guess I'd never get so bad seeing an e""",I think I’ve never been so bad seeing an ep of masterchef #MasterChefBR
956,mano q nervoso dá ouvir a Nayane. Ela fala pra dentro #MasterChefBR,She talks in #MasterChefBR,Nayane's hand q nervous can hear Nayane. She talks to the inside #MasterChefBR
957,"Nossa véi!! 
Olha a camisa e a gravata  do @otacosta .
#VideoShowAoVivo",Look at the shirt and the tie of . #Video,Our see!! look at @otacosta's shirt and gravate. #VideoShowAoVivo
958,"Minha princesa mais linda !! Está maravilhosa @fbbreal ❤❤

#VideoShowAoVivo","She's wonderful ❤❤ #VideoShowAoVide""",My most beautiful princess!! is wonderful @fbbreal ❤❤ #VideoShowAoVivo
959,Numa tarde como essa com um país como esse é bom ter #VideoShowAoVivo se não o que seria de nós ??,In an afternoon like this with a country like thi,In a afternoon like this with a country like this is good to have #VideoShowAoVivo if not what would be of us??
960,"#VideoShowAoVivo hoje está demais, Fátima tudo de bom nesta tarde. 👩",,"#VideoShowAoVivo today is too much, Fatima is all good this afternoon."
961,Na fé que a Mirian sai hoje. Amém? #MasterChefBR,Amen? #MasterChefB,In the faith that Mirian leaves today. #MasterChefBR
962,Vai começar @fogaca_henrique oi já quero o moletom ❤ #MasterChefBR,You will start oi already want the moletom ❤ #,It’s going to start @fogaca_henrique oi I want the moletom ❤ #MasterChefBR
963,"Gente desfia o frango direto na panela de pressão, nunca viram aquelas dicas no Face?  #MasterChefBR",#MasterChefBR,"People throw the chicken straight in the pressure panel, have they never seen those tips on the Face? #MasterChefBR"
964,"#PadreFabio muito sábio 😍
#ConversaComBial",The study aims to analyze the way the s,#PadreFabio very wise 😍 #ConversaComBial
965,#MaisVocê estou quase chegando a conclusão q estão dando a mesma erva da Glória Maria pra namaria 😂😂,#How you are almost coming to the conclusion that they a,You're almost getting the conclusion q are giving the same herb of Glory Mary to namaria 😂😂
966,"É a Fátima Bernardes, assisti o programa de ontem e vocês falaram hahaha #VideoShowAoVivo","It is Fátima Bernardes, watched the yesterday program and you said","It's Fatima Bernardes, I watched yesterday's show and you talked hahaha #VideoShowAoVivo"
967,tanta gente q já devia ter rodado e quem saí é o bourguignon #MasterChefBR,#MasterChefBR,So many people have already had to run and who came out is the bourguignon #MasterChefBR
968,É o Tchan = minha infância! #AltasHoras,#AltasHours,It’s Tchan = my childhood! #AltasHoras
969,"Cala a boca Tais, deixa a Andreia falar também. Não responda por ela as perguntas da Namaria. Cruzesss. 😫😵💣👎#MaisVoce","Do not answer the Namaria's questions by crosses""","It’s a good thing to do, but it’s a good thing to do, and it’s a good thing to do, and it’s a good thing to do."
970,Essa temporada de #MasterChefBR ta boa de mais PUTA QUE O PARIU,This #MasterChefBR season is good for more PUB,This season of #MasterChefBR is better than it has happened
971,"eu vou cjora nossa gente ele nao podia sair
#MasterChefBR","I'll cjora our people he couldn't come""",I'm going cjora our people he couldn't get out #MasterChefBR
972,Esses caras são fodas kkkkk #TheNoite,These guys are fodas kkkkk #TheNoite These,These guys are futs kkkkk #TheNoite
973,"A gente pegou o mercado inteiro, me parece bem planejado. #masterchefbr","We took the whole market, it seems well planned","We got the whole market, I think it’s well planned. #masterchefbr"
974,vendo #thenoite somente pelo malumaaa,The nighttime only by the malhuman aa was seen by the,See #thenoite only by malumaaa
975,#MrCatra é fodaa dms  #TheNoite,TheNoite,#MrCatra is foaa dms #TheNoite
976,"Boa noite pros bonitos, pros feio ou fãs da Miriam só noite
#MasterChefBR","Good night pros bonitos, pros feio or fans of Myriam","Good night pros beautiful, crazy pros or fans of Miriam only night #MasterChefBR"
977,O cara se enrolou não sei quanto tempo numa sardinha #MasterChefBR,"The guy wrapped doesn't know how long in a""",I don't know how long I'm in a sardine #MasterChefBR
978,Já tinha ouvido falar mas não tinha baixado ainda aplicativo #Mudamos ( aprovado)  #ConversaComBial. Chega de palhaçada!!! #Mudamos,Arrived stuck!!! #We changed the stu,I had already heard of it but had not downloaded the app #Mudamos ( approved) #ConversaComBial.
979,Morrendo com o Bial falando dos memes #ConversaComBial,Morring with the Bial talking about the memes #Conversation,Death with the Bial talking about the memes #ConversaComBial
980,"#MasterChefBR
Começou o Masterchef... Amo !!!😍",Amo!!!,#MasterChefBR Started the Masterchef... I LOVE!!!
981,Chorei vendo ep de ontem do #MasterChefBR e estou boladissima a Mirian finalmente errou e msm assim continuou e o Douglas saiu 😠,"I'm boladysima Mirian finally erroneous and msm""",I cried watching yesterday's #MasterChefBR ep and I'm boladissima Mirian finally mistaken and msm so continued and Douglas left 
982,@MChefTaise está na equipe errada #MasterChefBR,The wrong team is in the wrong team #MasterChef,@MChefTaise is in the wrong team #MasterChefBR
983,só me confirma aq no ponto se hj tem fogaça na prévia brasil #MasterChefBR,It only confirms me aq at the point if hj,Just confirm me aq in the point if hj has a flight in the Brazilian #MasterChefBR
984,"Mais vale um ateu com comportamento cristão, do que um cristão que nao testemunha sua suposta crença...#ConversaComBial",Atheists with Christian behavior are more worthy than,It is better for an atheist with a Christian behavior than for a Christian who does not witness his supposed belief.
985,@fbbreal e maravilhosa olha essas pernas #VideoShowAoVivo,These legs are wonderful to look at #Video,@fbbreal and wonderful look these legs #VideoShowAoVivo
986,"Vitor tá por um dedo de sair hoje. Não, pera... #MasterChefBR","No, pera... #MasterChefB",It’s a good way to get out today. #MasterChefBR
987,"@murilocouto dançando ""funk gospel"" HAHAHAHA, Chorei! 😂 #TheNoite @DaniloGentili @SBTonline.",I cried!  #TheNoite .,"@murilocouto dancing ""funk gospel"" HAHAHAHA, I cry! 😂 #TheNoite @DaniloGentili @SBTonline."
988,"O Válter não chama muito a atenção em um programa de TV, mas eu gosto dele. Discreto e eficiente. Pode ir longe. 👏👏 
#MasterChefBR",The Válter does not draw much attention in a TV,"Válter doesn’t attract much attention in a TV show, but I like it. Discreet and efficient. It can go far. #MasterChefBR"
989,socorro o filho do Serginho AAAAAAA QUE FOFURA #altashoras,The son of the Serginho AAAAAAAA Who F,I'm going to help the son of Serginho AAAAAAA who fears #altashoras
990,mas que bigodinho é esse do Stepan Nercessian ??? hahahaha #VideoShowAoVivo #MemoriaNacional,hahahahaha #VideoShowAoVivi #MemoriaNa,But what bigodino is that of Stepan Nercessian??? hahahaha #VideoShowAoVivo #MemoriaNational
991,"#VideoShowAoVivo
Fátima é um show bjs😘",#VideoShowAoVivo Fátima is a bjs show bjs,#VideoShowAoVivo Fatima is a bjs show
992,Olá @otacosta @Lopesjoca gostaria da participação do Fiuk no #VideoShowAoVivo. Obrigada!,"Hello, I would like to have Fiuk's participation in""",Hello @otacosta @Lopesjoca I would like Fiuk's participation in #VideoShowAoVivo.
993,#MasterChefBR adoro a Yuko mas se ela orecisar sair ora @MChefFabrizio  ficar QUE SAIA,I love Yuko but if she orecisses to leave,#MasterChefBR I love Yuko but if she calls out now @MChefFabrizio stay that goes out
