tweets_original,tweets_translater_face,polarity,polarityMultiClassifierTweetsOriginal,polarityMultiClassifierTweetsTraduzido
Coitada da Marisa de #RockStory! Saiu com mais farofa do que a vendida no barzinho do espetinho da minha cidade! #VídeoShowAoVivo,Marisa’s #RockStory! came out with more pharofa than it sold in the barbecue of my city! #VideoShowAoVivo,-1.0,-1.0,0.0
Sandy cantando o hino Evidências ....vivi pra ver isso ❤️❤️❤️ #SandyNoEncontro #Encontro,Sandy singing the hymn Evidence....viv to see this ❤️❤️❤️ #SandyNoEncounter #Encounter,1.0,1.0,1.0
Miriam até calada é irritante!  #MasterChefBR,Miriam to silent is annoying! #MasterChefBR,-1.0,-1.0,-1.0
#MasterChefBR Ai q desespero Fabrizioooo,#MasterChefBR Ai q desperate Fabrizioooo,-1.0,-1.0,-1.0
"Talentosa mãe, talentosas as filhas! #VídeoShowAoVivo","Talentful mothers, talented daughters! #videoShowAoVivo",1.0,1.0,1.0
"Minhas férias me permitiu ver só essa semana NaMaria tomar um não da Taís Araujo, queimar a mão e hj vestida de unicórnio. Bom D+😂
#MaisVoce","My holidays allowed me to see only this week NaMaria take a no from Taís Araujo, burn the hand and hj dressed in unicorn.",1.0,1.0,0.0
#MasterChefBR o único programa foda o suficiente pra continuar sendo um dos assuntos mais comentados no Twitter mesmo depois de ter acabado,#MasterChefBR the only program foda enough to continue to be one of the topics most commented on Twitter even after it has finished,1.0,1.0,1.0
"#ConversaComBial  @RedeGlobo 

2 convidados mtooo foda 👏💓",#ConversaComBial @RedeGlobo 2 guests mtooo foda 👍🏻,1.0,1.0,1.0
Nunca vi tanta gente de orelha remendada reunida. #MasterChefBR,I’ve never seen so many refined ears gathered together. #MasterChefBR,0.0,-1.0,1.0
Ai vou chorar #MasterChefBR,I’m going to cry #MasterChefBR,0.0,-1.0,-1.0
Não sei porque mas esse chef é a cara do Zac Efron #MaisVoce,I don't know why but this chef is the face of Zac Efron #MaisVoce,0.0,0.0,-1.0
"Consolidados - GLOBO (13/05):

#SP2 23.1
#RockStory 23.7
#JornalNacional 25.1
#AForçaDoQuerer 27.3
#Zorra 21.0
#AltasHoras 14.4",Consolidated - GLOBO (13/05): #SP2 23.1 #RockStory 23.7 #JornalNational 25.1 #AForçaDoQuerer 27.3 #Zorra 21.0 #AltasHoras 14.4,0.0,0.0,0.0
Hahahaa @taisdeverdade melhor pessoa! #MaisVoce,Hahahaa @Tasdeverity best person! #MaisVoce,1.0,1.0,1.0
"Gosto mais do #timeazul, porém o menu do #timevermelho foi mais atrativo pra mim #MasterChefBR","I like #timeazul more, but the #timevermelho menu was more attractive for me #MasterChefBR",0.0,0.0,1.0
COMO ASSIM O CARLOS ALBERTO DE NÓBREGA TEM 81 ANOS?! :OOO  #TheNoite,How does Carlos Alberto de Nobrega get 81 years old?,0.0,-1.0,0.0
"Baixinhas, gordinha e donas do meu coração 😍 #MaiaraeMaraisaNoBial #ConversaComBial @MaiaraeMaraisa",You are here: Home » News » #MaiaraeMaraisaNoBial #ConversaComBial @MaiaraeMaraisa,1.0,1.0,0.0
#Encontro não moro mais novo pq não acho kkk se achar namoro mexmo.,I don't know if I don't know if I don't know if I don't know if I don't know if I don't know if I don't know if I don't know if I do.,0.0,0.0,0.0
ué cade o resto da matéria??? #VideoShowAoVivo,What do you want to do? #VideoShowAoVivo,-1.0,0.0,0.0
Sandy sempre maravilhosa ❤ #Encontro,Sandy is always wonderful.,1.0,1.0,1.0
"Jackie boy no The Noite (essa Juliana é muito engraçada Kkk)
#thenoite #CharlieHunnam",Jackie boy in The Night (this Juliana is very funny Kkk) #thenoite #CharlieHunnam,1.0,1.0,1.0
iPhone do Zeca Pagodinho tocou e eu pensei que fosse o meu. Fui trollado pelo Zeca! HAHAHA  #ConversaComBial,iPhone of Zeca Pagodinho touched and I thought it was mine. I was trolled by Zeca! HAHAHA #ConversaComBial,0.0,0.0,0.0
"Faça as contas, Um presidente caído #MaisVoce é igual a um país desgovernado. 👊😎",A fallen president #MaisVoce is like a ungoverned country.,-1.0,-1.0,-1.0
Sou apaixonado pela chef Paola  #MasterChefBR,I am in love with Chef Paola #MasterChefBR,0.0,1.0,1.0
Medo Bobo é muito hino bicho #ConversaComBial,Fear Bobo is very bicho hymn #ConversaComBial,1.0,1.0,-1.0
"@MaiaraeMaraisa #MaiaraeMaraisaNoBial #ConversaComBial 
Poderia ter vocês todos os dias na telinha ♥♡♥ É um vício 😍😍😍",@MaiaraeMaraisa #MaiaraeMaraisaNoBial #ConversaComBial I could have you every day in the teline ♥♡♥ It's a addiction 😍😍😍,1.0,1.0,1.0
"Hoje, no #Encontro eu percebi que não sou o único que curte uns @justdancegame ! (e que o elenco da @RedeGlobo não sabe dançar...)","Today, at #Meet I realized that I am not the only one who shorts some @justdancegame! (and that @RedeGlobo's list doesn't know how to dance...)",0.0,0.0,0.0
"Amei a camisa do ota. Amo video show, joca tbm ta lindo. #videoshowaovivo","I love the t-shirt. I love the video show, joca tbm ta beautiful. #videoshowaovivo",1.0,1.0,1.0
#VideoShowAoVivo com a aguada da Sophia ninguem implica.😣😣,#VideoShowAoLive with the water of Sophia no one involves.,0.0,-1.0,0.0
#MasterChefBR tadinho do vitor b. Essa temporada só estao saindo quem é bacana e por pressao acabam se ferrando.enfim ce la vie,"It’s a good idea for you to be able to do it, but it’s a good idea for you to be able to do it.",-1.0,-1.0,1.0
"#VideoShowAoVivo
Que pena..
Perdemos um grande ator, grandes sucessos e muitas vitórias. ..Mais um para os anjos aplaudirem","We lost a great actor, great successes and many victories.",0.0,-1.0,-1.0
"Hoje tem #MasterChefBR só venha, minha @PaolaCarosella 😍","Today I have #MasterChefBR just come, my @PaolaCarosella 😍",1.0,0.0,1.0
#MaisVoce só namaria para fazer rir com tantos problemas no nosso Brasil. 🦄,#MaisVoce would only make you laugh with so many problems in our Brazil.,1.0,0.0,1.0
"tá foda hoje tadinho do Vitor, ele merece uma segunda chance #MasterChefBR","It’s a good thing to do, but it’s a good thing to do, and it’s a good thing to do.",-1.0,1.0,1.0
Que prova linda essa de eliminaçao. O discurso da @PaolaCarosella tambem #MasterchefBr,What a beautiful proof this of elimination. @PaolaCarosella's speech also #MasterchefBr,1.0,1.0,1.0
apaixonada pelo filho do Serginho #altashoras,Love with the son of Serginho #altashoras,1.0,1.0,1.0
#MasterChefBR queria saber quem é o patrocinador do Vitor B pra manterem ele lá a todo custo... programa perdendo credibilidade. Parei.,#MasterChefBR wanted to know who is the sponsor of Vitor B to keep it there at any cost... program losing credibility.,-1.0,-1.0,-1.0
"#DomingoLegal gente, o público do domingo legal por maioria mulheres.entao, menos seios grandes e mais graça, um""maquito"" na vida do Celson","#DomingoLegal people, the public of Sunday legal by most women.therefore, less big breasts and more grace, a ""maquito"" in Celson's life",-1.0,1.0,0.0
"Ontem que foi babado, eu perdi  😒#MasterChefBR","Yesterday I was overwhelmed, I lost #MasterChefBR",-1.0,-1.0,-1.0
Vanessa da Mata me representando no #AltasHoras sobre mulheres que ñ querem engravidar hahahahahahahaha e querem adotar!,Vanessa da Mata representing me in #AltasHoras about women who ñ want to get pregnant hahahahahahahaha and want to adopt!,1.0,0.0,0.0
MEU DEUS GENTE A MULHER TB EH MACHISTA EU NAO TO ACREDITANDO QUE TO PAGANDO LUZ PRA VER ISSO #Encontro,My God People A WOMAN TB EH MACHISTA I DO NOT ACREDITING THAT PAYING LIGHT PRE VIE THIS #TONNER,-1.0,-1.0,-1.0
"Véi @OficialMrCatra falando tudo que eu penso namoral 👏👏👏 
Super concordo! 
#TheNoite",See @OficialMrCatra telling everything I think dating 👏👏👏 Super agree! #TheNoite,1.0,1.0,1.0
"#VideoShowAoVivo
A pronto agora vou chorar",I'm ready and I'm going to cry,0.0,-1.0,-1.0
#VideoShowAoVivo Desculpe chequei e tá certo foram 23 anos abs,#VideoShowAoVivo Sorry checked and right was 23 years abs,0.0,0.0,0.0
"#AltasHoras
Alagoas",Hours of Alagoas,0.0,0.0,0.0
#ORastro parece que vai ser ótimo @DaniloGentili #thenoite,#Orastro seems to be great @DaniloGentili #thenoite,0.0,1.0,1.0
Hoje tem #MasterchefBR e já tô esperando a eliminação da Mirian,Today he has #MasterchefBR and I'm already waiting for the elimination of Mirian,0.0,0.0,0.0
"Já To Amando Esse Programa ❤❤ 
Elenco de Carinha De Anjo 😍😍😍
#DomingoLegal","I love this movie, I love this movie, I love this movie, I love this movie, I love this movie.",1.0,1.0,1.0
"@PaolaCarosella pra @anapaulapadrao: ""Eu não tô apreensiva, mas se você começar a falar, pode ser que eu fique!""
😂😂😂😂😂😂😂😂😂😂
#MasterChefBR","@PaolaCarosella to @anapaulapadrao: ""I don't worry, but if you start talking, maybe I'll stay!"" 😂😂😂😂😂😂😂😂😂 #MasterChefBR",0.0,0.0,0.0
"Só quero ouvir VAI COMEÇAR A PUTARIAAA HAHAHA🎶
#TheNoite",I just want to hear the PUTARIAAA HAHAHA begins #TheNoite,0.0,0.0,0.0
"Agente tenta não pecar, mais o @pefabiodemelo não ajuda 😂😂😂😂😂 
#ConversaComBial","It’s a good thing to do, but it’s a good thing to do, and it’s a good thing to do.",0.0,-1.0,1.0
Braulio e suas poesias. Eu amo! #Encontro,Braulio and his poems: I love it!,1.0,1.0,1.0
O @marcoluque  e  @tiagobarnabe são os melhores comediantes. Me fazem morrer de rir. #altashoras,@marcoluque and @tiagobarnabe are the best comedians. they make me die from laugh. #altashoras,1.0,1.0,1.0
#MasterChefBR hoje vai bombar...,#MasterChefBR is going to bomb...,1.0,1.0,1.0
"Vou bombar o TT, #MasterChefBR","I’m going to bomb TT, #MasterChefBR",0.0,0.0,-1.0
AI MEU DEUS É AGORA??? #DomingoLegal,Who is my God now??? #DomingoLegal,0.0,0.0,0.0
O @DaniloGentili com a camisa da @CUT_Brasil kkkkkkkkkkkkk kkkkkkkkkkkkk #TheNoite kkkkkkkkkkkkkkkk @diguinhocoruja 😂😂😂😂😂😂😂😂😂😂😂😂😂😂 👏👏👏👏👏👏👏👏👏,The @DaniloGentili with the shirt of @CUT_Brazil kkkkkkkkkkkkkkkkk #TheNoite kkkkkkkkkkkkkkkkkk @diguinhocoruja 😂😂😂😂😂😂😂😂😂😂😂😂😂,0.0,0.0,0.0
Que homão da porra o Santoro #conversacombial,What Homo of the Porra the Santoro #conversacombial,1.0,1.0,-1.0
#VideoShowAoVivo é a Fátima Bernardes.,#VideoShowAoVivo is Fatima Bernardes.,0.0,0.0,0.0
Legal esse projeto de adoção #encontro,Legal this adoption project # Meeting,1.0,1.0,0.0
"É ZACARIAS,  #VideoShowAoVivo","It is ZACARIAS, #VideoShowAoVivo",0.0,0.0,0.0
juliana paes um mulherão desses #VideoShowAoVivo,It’s a good idea for you to get to know what you’re doing.,1.0,1.0,1.0
"Ai eu me derreto todinha com a Paola😭😍
#MasterChefBR",I'm going to get a little bit of a little bit of a little bit of a little bit of a little bit of a little bit.,1.0,1.0,0.0
#MasterChefBR espero que na próxima semana a Miriam faça uma merda tão grande e seja eliminada. Hahaha.,#MasterChefBR I hope that next week Miriam will make such a big shit and be eliminated.,0.0,-1.0,-1.0
"#Encontro Cuidado ao ingerir broto de samambaia pois o mesmo,ja é comprovado cientificamente que o mesmo é cancerigeno.",Be careful when eating samambae outbreak because the same is already scientifically proven that the same is cancerogenic.,0.0,-1.0,-1.0
Lembrei q hj tem #MasterChefBR  e já me deu fome🙄,I remember q hj has #MasterChefBR and it’s already hungry 🙂,0.0,-1.0,0.0
"#MasterChefBR 
Paola é tão linda",#MasterChefBR Paola is so beautiful,1.0,1.0,1.0
Amei a reportagem dos cachorros..... #EDeCasa,I loved the story of the dogs. #EdeCasa,1.0,1.0,1.0
E a pequena Cora hein? Tão linda quanto a mãe. Já quero ela na próxima temporada de Malhaçao @KastingCarolina #Encontro #EncontroComFatima,And the little Cora hein? as beautiful as her mother. I already want her in the next season of Malhaçao @KastingCarolina #Meet #MeetComFatima,1.0,1.0,1.0
Eu to desesperada #MasterChefBR,I’m disappointed #MasterChefBR,-1.0,-1.0,-1.0
Sardinha é muito boa em cima da pizza caseira #MasterChefBR,Sardinia is very good over the home pizza #MasterChefBR,0.0,1.0,1.0
@otacosta é praticamente uma buzina com água de um fusquinha #VideoShowAoVivo,@otacosta is practically a box with water from a #VideoShowAoVivo,-1.0,0.0,0.0
Fátima Bernardes emocionadíssima. Que linda!! Que ícone! #VideoShowAoVivo,"It’s a good thing to do, it’s a good thing to do, it’s a good thing to do.",1.0,1.0,1.0
"Eu sou uma pessoa pessimista, otimista e realista #encontro","I am a pessimistic, optimistic and realistic person",0.0,0.0,0.0
"E o Cara lá da dupla: ""Eu sou Otimista porém eu sou Realista mas não pessimista"" e a Cara da Fatinha de ´Oi?´🤔 kkkk #Encontro",“I’m an optimist but I’m a realistic but not a pessimistic” and “I’m an optimist but I’m not a pessimistic” and “I’m an optimist but I’m not a pessimistic.”,0.0,0.0,0.0
#EquipeAzul pq gostei mais do cardápio e pq a Miriam tá no vermelho #MasterChefBR,#EquipeBlue pq I liked the card and pq to Miriam ta on the red #MasterChefBR,0.0,0.0,1.0
O filme do Charlie com o Robert é produzido pelo Brad Pitt. Não aguento isso não  #thenoite,Charlie's film with Robert is produced by Brad Pitt.,1.0,-1.0,0.0
#MasterChefBR eu quero a prova de repescagem,#MasterChefBR I want the review test,0.0,0.0,0.0
Meu bebe saiu 😭😭😭😭😭😭😭😭😭😭 #MasterChefBR,My baby went out 😍😍😍😍😍😍😍😍 #MasterChefBR,-1.0,-1.0,1.0
Vivi Pasmanter lendo simpatia no celular vai ser a melhor coisa que você vai ver hoje. #VideoShowAoVivo,Vivi Pasmanter reading sympathy on the mobile will be the best thing you’ll see today. #VideoShowAoVivo,1.0,1.0,1.0
"LEVOU O FARELO - O mesmo que se dar mal.
Fonte: Dicionário PapaChibé. #VideoShowAoVivo","It’s a good thing to do, but it’s a good thing to do, it’s a good thing to do, it’s a good thing to do.",0.0,-1.0,1.0
"#MaisVoce por favor,@MaisVoce_Globo @ANAMARIABRAGA digam a Vivi p fazer um Twitter p/ q possamos dizer que a amamos PasmanterEPivaNoMaisVocê","#MaisVoce please,@MaisVoce_Globo @ANAMARIABRAGA say to Vivi p make a Twitter p/ q we can say we love her PasmanterEPivaNoMaisVoice",0.0,1.0,1.0
"Mas se o Victor for desclassificado  por não  ter entregue o prato, ainda tem  eliminação?  #MasterChefBR","But if Victor is disclassed because he has not delivered the dish, is he still eliminated? #MasterChefBR",0.0,-1.0,-1.0
"Hoje é dia de #MasterChefBR aqui em casa viu, estão todas convidadas","Today is the day of #MasterChefBR here at home saw, are all invited",0.0,0.0,1.0
"Seguraa o tcha, amarra o tchan, segura o tchan tchan tchan, já to nas coreografias #AltasHoras","Follow the tcha, bite the tchan, keep the tchan tchan, already to in the choreographs #AltasHoras",0.0,0.0,0.0
Hoje tem Sophia no #VideoShowAoVivo  ?,Does Sophia have today on #VideoShowAoVivo?,0.0,0.0,0.0
Oscarina . Nome diferentao #Encontro,The name differentiate #Encounter,0.0,0.0,0.0
"Preciso de Rtt gente, SVD e endico vcs  
#PrisonBreak #MasterChefBR","I need Rtt people, SVD and endic vcs #PrisonBreak #MasterChefBR",0.0,1.0,0.0
Comia tudo essas abobrinhas com esses tomates desse chef da feira agora. Anotar receitas 11/05/2017 #MaisVoce,Eat all these potatoes with these tomatoes from this store chef now. Note recipes 11/05/2017 #MaisVoce,0.0,0.0,0.0
O show dessas meninas é MaraviGold ❤😍 #ConversaComBial #MaiaraeMaraisaNoBial,The show of these girls is MaraviGold ❤😍 #ConversaComBial #MaiaraeMaraisaNoBial,1.0,1.0,1.0
Nossa que mulher insuportável falando no #EDeCasa desliguei a TV,Our that unbearable woman talking on #EDeCasa I turned off TV,-1.0,-1.0,1.0
"Hoje vi o @pefabiodemelo no Bial! Que aula de oratória, que aula sobre espiritualidade e uso de redes sociais para o bem #ConversaComBial","Today I saw @pefabiodemelo in Bial! what lesson of speech, what lesson on spirituality and the use of social networks for the good #ConversaComBial",1.0,1.0,1.0
@RedeGlobo dá 30 minutos para o @zeroumoficial e 15 minutos para #osdiasnaoeramassim e fica tudo numa boa e cheio de audiência #encontro,@RedeGlobo gives 30 minutes to the @zeroumoficial and 15 minutes to #osdiasnaoeramassim and remains all in a good and full audience #encounter,0.0,1.0,1.0
Vanessa da Matta mais humorada que muito humorista hahahaha #AltasHoras,"It’s a good thing to do, but it’s a good thing to do, it’s a good thing to do.",1.0,1.0,1.0
"Já já tem #MasterChefBR e a gente ta como? Já fritando o ovo pra colocar no pão, pra assistir comendo.","You’ve already got #MasterChefBR and we’ve got how? I’ve fried the egg to put it in the bread, to watch eating.",0.0,0.0,0.0
#VideoShowAoVivo Sentir medo é morrer a cada minuto ... só ouvir verdades,Feeling fear is dying every minute... just listening to truths,0.0,-1.0,-1.0
como canta bonito esse @belutti #encontro,How beautiful is this @belutti #encounter,1.0,1.0,1.0
Amo o clipe #VideoShowAoVivo,I love the video #VideoShow,1.0,1.0,1.0
"#TheNoite Adorei o tchau do Ultraje a Rigor no final do programa. Muito inteligente, vai virar tendência, repitam mais vezes. Kkkkk","#TheNoite I liked the tchau of Ultraje to Rigor at the end of the program. Very intelligent, will turn trend, repeat more times.",1.0,1.0,1.0
MEU TIME NÃO PODE TER PERDIDO 😭 #timeazul #masterchefbr,My time cannot be lost #timeazul #masterchefbr,-1.0,-1.0,-1.0
Bem que podiam dizer ´a equipe vermelha ganhou mas a Miriam vai fazer a prova de eliminação porque ninguém gosta dela´ #MasterChefBR,Well they could say 'the red team won but Miriam will do the elimination test because no one likes it' #MasterChefBR,-1.0,-1.0,-1.0
"Dois dias consecutivos em que tweets meus são lidos no #VídeoShowAoVivo , hoje pelo @Lopesjoca ! Adorei! 👏👏👏👏👏👏","Two consecutive days in which my tweets are read on #VideoShowAoVivo, today by @Lopesjoca!",1.0,1.0,0.0
